PseudoID,M546980,M500458,M545731,M533840,M568671,M500312,M555496,M595483,M545313,M582014,M551262,M589819,M599421,M537226,M594455,M555258,M528662,M540101,M557500,M592855,M592593,M537130,M550040,M521338,M549904,UniSp4,M527219,M575624,M513552,M512914,M510218,M503257,M589283,M528205,M556038,M534459,M568363,M578371,M554956,M504849,M533067,M567468,M571201,M560046,M543625,M578816,M569912,M527306,M575600,M583270,M587063,M539339,M500786,M511006,M542419,M526581,M564991,M500850,M583234,M598640,UniSp6,M581305,M558622,M596656,M519895,M508663,M562884,M555824,M575307,M595344,M577494,M562618,M520731,M521662,M585231,M580497,M534697,M525015,M550367,M569679,M583617,M592847,M581022,M501655,M579984,M500673,M526839,M573575,M589482,M515950,M540958,M575100,M562636,M588194,M566284,M596452,M517081,M562598,M528263,M558234,M581923,M585191,M540969,M588021,M527905,M593461,M516970,M598858,M527197,M519103,M547854,M554022,M579664,M552528,M551175,M548578,M559102,M566199,M575036,M547368,M532769,M551773,M540935,M553208,M511260,M501735,M530657,M595841,M555060,M545577,DiseaseSubtypeFull,DiseaseSubtype
S1421,0.866,-1.499,2.839,4.517,-1.055,1.189,-1.991,6.942,5.005,-1.353,0.083,7.86,1.143,0.864,0.372,6.069,3.625,-1.504,4.217,2.748,2.561,4.263,4.26,6.692,1.598,-0.849,1.109,3.196,-1.683,-0.895,5.12,3.363,-4.783,2.977,-1.493,2.421,3.507,3.414,3.786,5.042,3.506,4.862,-1.059,3.443,5.516,1.013,4.507,5.762,3.806,3.074,0.999,1.158,0.965,5.318,0.113,3.06,0.356,3.838,4.091,4.652,-9.159,6.872,7.814,0.586,1.964,4.55,-1.767,2.916,5.007,3.922,6.347,6.671,6.599,1.132,6.829,3.133,4.478,-0.649,3.943,3.931,3.468,4.064,0.462,2.304,0.817,0.528,7.182,5.485,5.355,-3.452,0.146,5.122,4.593,-1.376,3.362,2.861,3.734,1.864,5.419,-0.245,4.78,-0.157,1.034,2.707,-1.566,4.002,1.987,3.427,1.852,3.75,6.487,4.977,2.591,1.789,2.603,4.359,3.25,6.008,1.791,1.304,0.753,3.414,-2.917,4.742,3.485,-2.426,-0.929,5.995,-2.769,7.208,PHT,2
S1091,1.8286,-0.9024,2.3866,3.6016,-0.3084,0.6296,-1.7474,15.92,4.8006,-1.0494,0.2956,6.4006,0.5206,1.7506,1.0906,9.1376,2.7236,-2.2854,3.9996,4.7156,1.5816,5.7686,6.9906,6.1436,1.0676,-0.8024,1.3696,2.9786,-2.2314,-1.0254,4.9236,2.7586,-6.2404,2.3976,-1.4784,3.1846,5.5136,1.6916,2.4056,5.5526,3.9266,5.8146,-1.8034,3.2756,4.8656,0.9026,4.8736,3.5266,3.3216,3.0406,0.4956,1.6816,1.7806,11.1898,0.2666,4.8556,1.4566,5.3416,5.4656,5.2636,-9.4124,7.1086,14.3542,1.4596,1.6146,5.0776,-0.7184,3.5656,5.1406,2.2836,5.0456,14.8358,7.8576,1.7636,6.0726,3.3776,3.9896,-0.9034,5.1666,3.8316,2.7876,3.2456,0.4576,1.9126,1.0766,0.1736,7.6606,5.0286,6.9796,-3.2474,0.3396,5.2056,4.2536,-0.6764,4.3216,2.8046,4.8286,2.4806,3.8386,-1.3354,3.8356,1.1046,1.8796,2.3386,-2.0804,4.1876,0.3686,2.6876,2.1636,5.3616,6.7866,6.7976,3.6526,2.8166,3.1526,6.4776,2.8256,5.9636,2.2786,2.1236,1.3056,3.7606,-3.4994,4.2626,4.3136,-1.9594,-0.2434,6.8166,-2.3334,6.0886,PPGL,4
S1059,0.7742,-1.9468,3.4802,5.3762,-0.7068,2.3522,-1.7768,10.1432,5.1432,-1.7758,0.7962,7.0262,1.1902,1.0702,0.6342,6.2472,3.6372,0.3982,4.2542,2.0622,0.9182,5.3272,4.9392,8.9642,1.3292,1.0322,1.6412,2.5892,-1.4708,-0.1818,5.7112,4.6832,-2.5748,2.9552,-2.2828,3.2212,4.6272,1.6262,2.0262,6.0722,4.0772,4.7522,-0.3168,2.6502,6.6702,0.4702,4.5142,4.8532,4.9252,2.6962,-0.1508,1.4852,0.9572,6.9112,-0.7528,4.7742,-0.0408,4.8662,5.5862,6.1032,-6.7648,6.1862,8.6672,0.9802,1.2342,3.8622,-1.1218,4.5302,5.6812,2.0062,7.2672,7.2662,9.4252,1.8982,10.5512,3.3302,5.2672,-1.5328,5.0662,5.7332,2.0172,2.9692,-0.4548,3.9992,1.5552,0.9502,5.3182,7.9482,6.4342,-3.6268,0.5602,5.7492,5.6312,-0.6848,3.1382,3.2712,4.0822,1.9852,5.7812,-1.9498,4.7592,0.6222,1.6952,2.4132,-1.7098,4.7882,3.8132,5.0432,2.4452,6.4212,6.0872,5.2872,3.5442,1.8292,3.1142,5.2222,3.6582,6.6242,1.4472,2.1452,0.7942,4.1462,-2.7998,4.7522,4.0432,-2.3678,2.1062,5.4242,-2.9968,8.5402,PA,3
S1428,2.768,4.73,7.161,7.491,2.772,-0.036,-2.976,8.066,5.424,2.182,1.297,8.639,3.117,4.335,4.546,13.7836,7.595,-3.464,4.578,5.632,4.255,4.954,7.594,5.351,0.482,-0.721,4.596,4.832,-2.838,-1.374,3.83,2.227,-7.195,4.574,1.175,3.424,5.586,4.965,6.521,5.141,5.615,4.684,-2.96,5.746,6.008,0.369,4.166,9.125,5.392,6.488,2.711,4.559,4.574,6.174,0.586,11.105,4.843,6.731,4.885,7.65,-9.134,9.041,8.091,2.322,5.773,3.758,0.076,2.878,5.564,2.477,7.483,14.8358,7.723,1.983,5.722,3.704,9.126,0.692,5.662,2.842,3.927,4.419,2.669,0.814,1.354,-0.332,7.393,6.336,5.244,-0.097,3.751,2.947,9.139,-0.558,9.776,7.735,2.909,4.715,4.752,1.919,2.844,2.335,8.174,8.233,-2.87,7.385,-0.73,2.273,5.6184,5.105,9.009,5.153,4.31,5.245,7.222,8.64,3.202,9.08,2.781,2.776,6.155,4.048,-4.015,14.0366,5.225,-0.852,0.86,7.66,0.451,4.267,PHT,2
S1282,0.5224,-1.5606,2.8614,3.5324,-1.0956,1.9084,-1.8556,8.7054,5.0554,-1.6086,0.5374,7.8294,-0.0616,1.1394,0.3004,5.9594,3.8104,-0.3956,3.6344,2.5114,1.8354,5.5834,4.8034,9.8484,0.8484,-1.0956,1.1924,3.8384,-1.9566,-0.7496,5.1334,3.0244,-4.0686,3.2084,-1.4236,2.7944,2.9094,1.9494,2.3124,5.2414,3.2794,3.8814,-0.2046,3.3614,6.1394,0.5404,4.0384,4.2154,3.6314,2.3204,1.0614,1.3724,1.0654,5.5494,2.5064,3.1074,-0.2046,4.4434,3.6394,5.4994,-8.4976,6.3854,9.2374,-0.0296,2.0434,4.4734,-1.2536,3.9454,5.2314,2.7394,5.5634,6.1714,8.3624,1.3504,7.8154,2.8794,4.2354,-0.7146,3.9484,4.5224,2.8024,3.8174,-0.2536,3.5084,0.9024,0.4174,5.7654,7.2004,5.1684,-3.5996,0.0384,5.4844,4.8964,-0.4666,2.6514,2.3684,4.6604,2.0774,4.0214,-0.6746,3.4004,0.3894,0.4784,2.2924,-1.7576,4.4864,1.6984,3.7354,1.3724,6.1564,6.0174,6.1954,2.8854,1.8374,2.8454,5.3954,3.7154,4.9894,1.3844,1.2914,0.1634,3.1274,-2.7426,5.2274,3.1894,-2.8616,0.3264,5.0974,-2.6426,8.4334,PHT,2
S1196,1.6592,-1.3808,4.3602,5.3632,-0.4838,0.9262,-1.8608,6.6152,4.0602,-1.2188,0.8542,9.4012,0.9702,1.5642,1.0282,4.6072,4.6182,-1.3518,4.6382,1.7102,1.7282,3.8272,3.4472,7.3312,1.1562,-1.6968,1.9962,3.3062,-1.9978,-0.8768,4.6352,3.0412,-5.7838,3.2762,-1.4368,3.2642,5.0262,2.3602,3.1772,4.8302,4.4252,3.9722,-1.3048,3.4732,3.9462,0.6802,4.5732,8.0492,4.1142,3.4242,0.6152,2.1302,1.6512,5.4892,-0.1258,8.9032,1.1542,4.9042,4.7762,5.1162,-9.8848,6.9362,6.6752,1.2472,2.2062,5.1422,-0.7588,3.5462,4.7592,2.2792,5.7622,6.5052,6.3962,1.8062,5.1462,3.0902,7.1142,-0.5578,4.2052,4.3692,2.5512,3.6882,0.3542,-1.1708,1.7182,-0.0348,5.3862,6.3682,8.3842,-3.3008,0.8862,2.9662,7.3842,-0.5368,3.5102,5.4442,4.6762,3.0692,4.9132,-1.1668,4.0912,0.6652,2.0522,3.5202,-2.0958,5.0122,1.0462,3.2702,1.6682,4.8922,5.7422,6.0562,2.2692,3.0192,4.4532,6.1122,3.3842,6.4132,2.4732,2.5202,0.7172,3.2542,-3.2918,4.5972,3.0162,-2.5038,-0.4308,5.4622,-2.4798,6.7722,PHT,2
S1195,2.4238,-0.2592,3.5098,6.2448,-0.1982,-0.1332,-2.1432,7.4138,4.3818,-0.5782,0.9588,6.4158,1.5598,2.1508,1.8328,12.1648,4.5348,-2.7932,3.1768,3.3498,2.4928,3.4668,6.9518,5.7348,0.9028,-1.2432,2.2268,3.6068,-2.0022,-1.7302,3.6128,2.6738,-7.1402,3.3208,-0.9972,2.9518,5.0318,1.3368,3.8688,4.7818,4.7678,4.3798,-2.2312,4.1488,4.5648,1.5368,4.0098,4.9418,4.0228,3.4318,0.7058,2.2558,2.2118,5.5948,-0.1522,8.5658,2.0598,6.7808,3.9948,6.5308,-9.8322,7.4808,7.4878,1.9328,2.6308,4.7898,-0.5302,2.6178,6.8908,3.0328,6.3338,4.7268,5.0328,1.4638,4.4688,2.7708,4.8648,-0.3462,3.2288,2.8688,3.5388,3.7338,1.0808,-1.5632,1.1788,-0.1362,6.1498,4.0608,4.8218,-2.3142,1.2948,2.8858,6.1418,-1.2012,4.7948,3.7538,4.5028,3.1038,3.3858,-0.7222,2.9208,1.3978,3.2628,3.5858,-2.5352,5.4488,-0.7002,2.2668,1.7148,5.0938,6.2258,7.4108,2.1958,3.2408,3.5968,5.7028,3.2318,7.2648,2.6508,1.5218,2.2518,2.8308,-3.8192,8.5828,3.6318,-2.2482,-0.1982,6.6518,-1.6842,6.1838,PA,3
S1011,2.1858,-0.4582,3.2498,6.4478,0.8728,0.1908,-2.2662,7.9878,5.8478,-0.3662,0.2078,10.5768,2.2078,2.3608,2.1288,6.8048,4.1228,-3.3322,3.6318,3.9458,2.2398,5.3008,5.7128,5.8388,1.2298,-0.3502,2.5458,3.5448,-2.1152,-1.8592,3.5668,2.4538,-7.0362,3.5528,-1.1342,2.6098,4.1448,2.9298,3.9188,5.6448,4.4048,4.8078,-2.4092,3.8018,8.0658,1.1098,3.6178,5.6828,4.0828,5.9298,0.8038,2.1598,1.8308,6.5218,-0.9472,5.1458,1.8178,6.2538,4.3458,6.3248,-9.2232,7.7738,8.4728,1.5408,1.9728,5.0528,-0.7942,3.3768,6.0858,2.5948,5.2298,6.5028,7.7598,1.4438,7.0268,3.4438,4.7788,-0.4022,5.8288,2.9458,3.1428,3.8068,0.9818,2.4678,0.6068,0.2688,7.0528,6.7198,5.4688,-2.1872,0.7868,4.3738,5.9068,-2.3462,4.3908,4.0478,3.7028,2.7748,3.6558,-0.3432,3.1648,1.0708,2.3778,3.0828,-2.3892,5.4978,-0.5582,2.1988,2.4458,5.6808,8.0258,6.4478,3.7368,3.6008,3.8148,6.1778,3.3508,10.7028,1.9418,1.7098,1.8348,3.2878,-3.6962,6.1388,3.6718,-1.4532,0.2998,6.9958,-1.5482,5.6958,PA,3
S1327,1.09,-1.403,1.309,1.866,-1.125,0.942,-1.568,8.611,4.234,-1.559,0.471,6.492,0.368,1.166,0.098,7.215,1.126,-0.28,3.18,2.318,3.084,2.523,4.631,8.206,1.257,-3.39,1.544,4.579,-2.454,-1.142,5.232,1.696,-4.309,3.223,-1.288,2.071,3.591,1.828,2.619,4.831,3.25,3.747,-0.481,3.78,5.158,0.806,3.597,2.954,-3.783,2.123,1.038,1.6,1.32,3.642,-0.98,3.483,-0.653,5.575,2.619,6.389,-10.304,6.302,8.323,-0.277,2.493,5.307,-1.55,2.025,5.565,2.727,6.324,5.051,6.996,0.621,5.759,1.27,4.951,0.456,2.957,4.033,3.105,3.963,0.33,1.014,0.76,-0.617,7.96,5.347,4.295,-3.733,0.982,4.08,3.048,-1.698,2.535,1.198,3.769,3.221,3.103,-1.408,3.385,-0.027,0.729,3.588,-2.215,4.225,1.279,3.456,1.279,3.913,4.596,6.542,2.503,1.524,2.947,4.789,3.232,4.369,1.364,1.005,0.567,1.899,-3.201,3.615,2.125,-4.019,-0.826,6.324,-2.696,8.448,PHT,2
S1142,0.903,-1.913,2.77,3.93,-0.993,1.441,-1.881,7.939,4.965,-1.558,0.136,6.933,1.784,1.07,0.214,6.798,2.806,0.277,4.159,1.139,1.796,5.51,5.229,7.641,1.031,-0.177,1.329,3.378,-1.769,-0.31,5.103,3.46,-4.803,2.973,-0.845,2.275,3.894,2.894,2.738,5.212,3.62,4.33,-1.01,3.494,5.855,0.593,4.162,4.108,4.483,3.043,1.065,1.465,1.159,6.767,-0.725,4.001,0.052,4.235,4.373,5.896,-7.761,6.21,8.303,0.665,2.14,4.093,-1.529,3.663,5.218,2.413,6.025,6.579,8.539,1.309,7.273,2.642,3.799,-0.964,4.869,4.668,2.583,3.644,0.14,0.779,0.873,0.403,6.036,6.243,6.41,-3.555,0.557,4.758,4.106,-1.336,3.37,2.257,3.956,2.357,6.714,-0.824,4.638,0.231,1.557,2.252,-1.867,4.104,2.099,3.956,2.226,5.745,5.677,5.268,3.418,1.685,2.989,4.927,3.38,4.741,1.473,1.464,0.592,3.863,-2.77,4.247,3.604,-2.795,1.462,5.272,-3.054,7.055,PA,3
S1100,1.4768,-0.4602,3.8218,5.8098,-0.1502,0.4418,-1.7032,7.1268,3.9728,-0.9422,1.2868,6.0878,1.3228,2.1468,1.1858,5.1028,4.6948,-1.4782,3.7938,2.9148,1.4598,4.2488,4.6728,8.0798,0.9348,-1.0832,2.3118,3.2978,-2.0422,-1.7592,4.2838,2.1798,-6.7672,4.2688,-1.3342,2.7058,4.0388,2.3438,2.9848,4.3758,4.3448,4.2638,-1.6032,3.1158,5.0978,1.2648,3.4648,4.1838,4.3228,3.2828,0.0208,3.1708,1.6788,4.2648,0.0548,4.7058,1.0338,5.5338,3.1448,5.8368,-8.6162,6.3578,9.2178,0.8698,1.7818,4.5218,-0.3682,2.1858,5.1718,1.9588,5.6628,4.2688,5.2478,1.3278,3.5468,3.1628,4.5988,-0.0602,3.2178,3.4588,2.8118,3.1418,0.4528,-1.4182,1.1468,-0.3602,6.6348,4.1628,6.8808,-2.7292,0.9378,2.8088,5.3368,-0.8702,3.7028,3.4358,4.5718,2.7628,2.8808,-2.0312,3.4528,1.2648,2.1588,3.1318,-2.3822,5.2678,-0.1832,2.4448,0.9758,5.9538,6.4508,5.8208,2.2558,3.0868,3.7798,6.7078,3.1078,5.7968,1.5948,0.4468,1.1168,1.9108,-3.4622,5.0518,2.1488,-2.7612,-0.0872,5.7138,-1.7872,6.8428,PPGL,4
S1162,2.1578,-0.4262,3.9888,5.1778,0.6848,-0.0582,-2.3882,6.4188,4.9528,-0.2292,0.4318,5.8468,1.8188,1.6168,1.9698,7.0668,4.5628,-3.6182,3.2758,3.1818,2.7528,4.1708,6.8038,6.0268,1.4868,-1.3632,2.1928,3.6268,-2.4042,-1.7552,4.4028,1.8928,-7.0052,3.4278,-1.0582,2.3548,5.1268,2.1908,4.1318,5.2158,4.9218,4.7428,-2.5562,3.8258,3.6318,1.2758,4.0038,5.5978,3.4578,4.1458,1.4968,2.6628,1.9658,3.8378,2.2218,5.3148,2.0228,5.3468,3.9878,5.0188,-10.1432,6.8298,9.4928,1.4458,2.8848,4.3358,-0.9692,3.2818,4.7418,4.0528,6.5258,7.4798,6.6618,1.1888,5.8498,3.4568,5.7178,-0.3462,5.6218,3.1638,4.2658,3.8948,1.2738,1.9688,0.5228,-0.0782,6.6738,7.0878,6.4108,-2.2082,1.6238,3.8838,5.6208,-1.4812,3.5698,3.9748,4.2068,3.1108,3.2018,-0.2372,2.6198,1.3018,2.5458,3.5158,-2.9222,6.2398,-0.4792,2.4078,2.2508,4.1218,6.7438,4.5758,3.4488,3.0348,3.7988,6.4578,2.7488,7.4318,1.9448,1.8408,1.8928,2.8668,-4.0232,4.4488,3.9558,-2.2462,-0.6952,6.3018,-1.6652,3.6838,PPGL,4
S1180,0.8916,-1.6734,2.1506,3.5386,-1.3954,2.4406,-1.4364,9.5346,4.9316,-1.7884,0.7406,6.8426,1.0376,1.4396,0.2666,6.2896,2.6046,1.0196,3.9116,1.9386,1.2456,5.9546,5.5636,8.7146,1.0676,1.6006,1.8836,2.7176,-1.6104,-0.5214,5.3336,4.5146,-2.6244,2.7726,-1.3324,3.3976,3.4456,2.2666,1.7706,6.1696,3.6696,4.6936,-0.1124,3.1666,8.2286,0.3116,4.0996,3.3196,5.3206,3.5856,0.4666,2.0496,0.6116,7.0066,-1.0974,4.0296,-0.0854,4.6786,3.9396,5.8366,-5.5804,6.0616,10.4266,0.8966,1.7026,4.0306,-0.9724,4.4886,5.2226,1.2866,6.9946,7.5646,10.0976,2.2966,8.8226,2.8196,3.2126,-1.0344,4.9636,5.2976,2.0966,2.8756,-0.3234,2.9276,1.9646,0.5346,5.7246,7.6916,7.1926,-3.6314,0.3276,5.7656,3.4306,-0.2244,3.3346,1.4376,4.5346,1.8616,6.9706,-1.6784,4.6796,0.7806,1.1176,2.6336,-1.8974,4.7366,4.0446,4.5996,2.5116,8.0796,6.2656,6.0466,3.9516,1.7916,2.8296,4.9556,3.7796,4.3446,0.8376,1.3816,-0.0324,3.4216,-3.0114,4.0076,3.5076,-2.9484,2.5126,5.0426,-2.8214,7.5986,PA,3
S1336,1.818,-0.39,5.123,12.4156,0.081,-0.569,-2.467,15.92,5.325,-0.678,0.123,12.1914,1.861,1.884,1.763,6.903,5.034,-3.643,3.248,2.681,2.589,4.387,5.452,6.907,1.809,-1.132,2.111,3.38,-2.535,-1.971,3.637,1.625,-6.483,3.119,-0.923,2.097,4.07,3.036,3.103,4.852,5.067,5.651,-2.539,4.138,5.538,1.137,3.792,5.546,3.781,3.837,0.753,2.052,1.927,6.056,-0.348,5.141,1.831,4.91,5.122,6.721,-9.886,7.101,8.642,1.471,2.849,4.966,-0.962,2.767,6.283,3.583,4.937,8.038,6.735,0.989,8.991,2.863,5.867,-0.329,6.143,2.386,3.538,3.756,1.185,1.865,0.931,-0.577,10.536,7.102,5.584,-2.551,1.189,3.876,6.347,-1.626,4.346,4.409,4.815,2.981,3.426,-0.951,2.67,0.957,2.556,3.64,-3.023,5.397,-0.94,1.96,1.608,3.741,6.855,6.556,4.447,3.146,3.593,5.989,3.564,13.3118,1.936,1.436,1.724,3.008,-4.24,7.53,3.928,-2.38,-0.387,6.717,-1.829,5.925,PA,3
S1086,1.1892,-1.6218,3.0042,5.1762,-0.2148,1.4442,-1.8958,9.7842,5.9822,-1.1898,0.5472,8.8422,0.5052,1.3882,1.1302,5.2002,3.4892,-1.4338,4.4742,3.3622,1.0852,5.2572,4.4372,7.1552,1.2732,0.7052,1.7962,3.0162,-1.5288,-0.5858,4.8872,4.1212,-5.2798,2.9932,-2.0888,2.8642,4.4682,1.5892,2.3912,5.7122,3.8942,4.3172,-1.1858,2.5252,7.2932,0.6012,4.7302,5.1032,4.8212,2.6162,0.0692,1.6762,1.1662,7.7772,-0.8828,4.9012,0.3082,5.0652,4.8672,5.8392,-7.1318,6.8182,9.7082,1.3852,1.6782,4.3112,-1.0218,4.1172,5.9162,2.0072,6.9802,8.1682,7.9252,1.4932,7.6512,3.7942,4.3382,-1.1898,5.1462,4.5752,2.6932,3.8462,0.0072,2.1172,1.1142,0.6742,5.2822,7.4372,6.8612,-3.2168,0.6192,4.6842,5.2412,-0.8438,3.3962,3.2222,4.6012,2.2472,6.0362,-1.4078,4.2082,0.9452,2.0582,2.7812,-1.7058,4.6872,1.8202,3.3832,1.9732,5.9422,5.7552,6.0732,3.6532,2.0402,3.2672,5.4062,3.6872,6.8312,1.6432,2.1572,0.8922,4.3812,-2.7898,4.8962,4.7382,-2.0288,2.5172,5.7622,-2.8038,6.9522,PA,3
S1206,0.988,-1.589,4.189,5.498,-1.005,1.79,-2.028,9.741,4.999,-1.095,0.303,8.97,1.281,1.03,1.13,4.085,3.857,-0.862,4.157,3.097,2.367,5.025,3.072,8.989,1.477,-0.063,1.434,4.637,-1.872,-0.567,5.214,3.228,-4.929,2.456,-1.594,1.982,3.641,3.562,3.752,5.7,3.781,3.963,-0.774,2.968,9.012,0.931,4.392,5.986,4.297,2.755,1.753,1.498,1.1,5.735,0.246,2.471,-0.229,4.114,4.196,5.044,-7.911,6.3,9.989,0.329,3.474,4.18,-1.391,3.416,5.751,3.077,5.618,7.256,7.185,1.235,6.537,3.071,6.078,-0.52,4.121,4.619,3.832,4.352,0.424,1.172,0.895,0.708,7.52,6.62,5.82,-3.423,0.289,5.173,5.248,-1.462,3.39,3.761,4.175,2.627,6.214,0.883,4.629,0.13,0.89,2.378,-1.415,4.452,2.39,3.929,1.205,6.577,6.292,5.664,3.071,1.995,3.053,4.239,3.192,6.958,1.683,1.099,0.408,3.881,-2.687,4.118,3.63,-2.609,0.504,5.559,-2.745,7.672,PHT,2
S1463,2.302,1.52,6.16,6.858,1.361,-0.73,-2.514,8.428,5.732,0.992,1.202,7.367,2.549,3.266,2.786,6.823,6.072,-2.918,2.727,4.118,3.422,5.476,6.274,5.243,0.285,-0.08,4.373,3.165,-3.329,-2.124,3.659,1.484,-7.92,4.814,0.112,3.071,5.612,4.893,4.194,7.007,5.246,4.562,-2.864,5.202,7.713,0.752,3.6,6.361,5.782,4.405,1.761,4.998,3.18,6.717,-1.03,7.496,2.95,6.083,4.687,7.115,-7.171,7.827,11.703,1.643,3.602,4.287,-0.139,3.046,5.134,2.729,6.942,9.387,8.957,1.599,12.127,2.427,6.752,0.915,6.772,3.091,4.071,3.856,1.809,4.458,1.916,-1.424,7.931,7.734,5.904,-0.882,2.727,3.115,7.715,-0.898,5.523,5.643,4.472,3.667,2.877,-1.233,2.663,2.656,4.616,5.235,-3.409,6.808,-2.024,1.167,2.629,5.949,8.634,5.826,4.768,3.61,5.772,7.42,3.071,7.859,1.688,2.331,3.909,2.375,-4.577,6.217,4.353,-2.33,0.712,7.347,-0.375,4.716,PPGL,4
S1019,1.9714,-0.6626,3.9544,4.7744,-0.0916,0.6464,-2.1766,7.9564,5.1804,-0.6036,0.9314,6.9184,1.1224,1.9894,1.6444,5.3774,4.1144,-1.7576,3.7044,2.9094,1.7574,4.2174,4.2114,7.4564,1.0974,-0.7346,2.5234,2.9604,-2.3086,-1.3616,4.5044,2.5004,-6.4726,3.9914,-1.2796,3.3504,4.4394,3.1024,2.6514,4.7074,4.5864,4.9054,-1.9666,3.7224,4.6824,0.9664,3.8314,5.3754,5.1144,3.9644,0.6134,2.5704,1.9504,6.1404,0.0914,4.7544,1.2964,5.2364,4.0904,6.4194,-8.4476,6.9874,8.4574,1.1304,2.3284,4.4744,-0.3356,3.1224,5.7754,2.6804,5.8824,5.8964,7.0434,1.8324,5.8404,3.2784,4.2834,-0.2886,4.8174,2.9924,2.7724,2.8304,0.4634,0.1894,1.6684,-0.0216,7.7204,5.1264,5.3784,-2.7776,0.9584,3.8074,5.0764,-0.6386,4.2804,3.5184,4.8404,2.7144,3.5334,-1.3666,3.4694,1.2694,2.1754,3.5454,-2.4716,5.2024,-0.2246,2.5934,1.7124,5.2274,6.2934,5.8094,3.0274,2.7924,3.4604,6.4164,2.7224,6.6224,1.9484,1.6104,1.1604,3.1354,-3.7956,4.2374,3.2134,-2.4276,0.1884,6.0264,-2.1326,5.7044,PPGL,4
S1306,0.7758,-2.0982,2.1218,4.3258,-0.4142,2.8708,-1.7782,8.7928,5.0248,-1.5542,0.2848,8.0988,0.2578,0.7568,1.0928,7.4338,1.9158,-0.1782,5.3408,4.1698,0.7308,3.4868,6.2048,8.4488,1.9518,1.4998,1.0328,3.3518,-1.4492,0.4388,5.5248,5.1558,-2.5352,2.6248,-2.4052,2.5628,4.5268,2.3018,2.4668,6.6418,4.2478,4.5678,-0.4622,2.8358,6.8718,0.7988,5.2678,5.3068,4.0438,3.5278,0.1618,0.7798,1.4518,10.1898,-0.4362,4.6598,0.2518,4.5588,6.0928,5.2968,-8.3812,7.3838,8.7128,1.3758,1.3008,4.3818,-1.4702,4.5908,5.6388,3.0998,6.1228,6.7568,8.8418,1.2318,7.6108,3.5968,3.6748,-1.5852,5.5098,5.5118,2.4128,3.6328,0.0258,1.5238,0.5748,1.0978,5.1158,8.1518,6.7428,-3.5182,0.4798,6.1528,5.0328,-1.6602,3.6628,2.6648,3.3778,2.0898,6.1378,-0.9302,5.0378,0.1668,1.9808,2.0118,-1.5462,4.3378,4.2558,5.1398,3.1568,6.7848,7.1338,5.6538,3.6088,2.1538,2.9298,4.8398,3.9918,6.3058,2.2198,2.6318,0.8448,4.6668,-2.7062,4.3368,4.7538,-1.8672,1.5648,5.2468,-3.1092,8.5968,PHT,2
S1232,0.9976,-1.7604,1.5186,2.7586,-1.0954,2.0636,-1.6644,9.1526,5.0356,-1.5354,0.4496,8.1086,0.4926,0.8626,0.3036,4.6886,1.7296,-0.1854,4.8306,2.4356,2.4206,4.9516,3.4456,8.6916,1.6256,1.4986,1.1406,3.2786,-1.8534,-0.2574,5.2116,4.2516,-3.1854,2.2776,-1.8124,2.6956,3.9916,2.4206,2.7486,5.7906,3.5846,4.2766,-0.6494,3.0676,7.6846,0.9116,4.6496,3.8286,5.1246,2.5616,1.4836,1.5676,1.7746,7.8096,-0.2824,3.3396,-0.3434,3.9966,5.7086,5.4156,-6.4584,6.7456,9.8406,0.5336,1.9696,4.2766,-1.8124,3.6426,5.5106,3.3056,6.7886,8.2376,9.7096,1.2066,11.3276,2.6976,3.3406,-0.9154,5.0356,5.0106,3.2916,3.9246,-0.0244,6.2676,1.1426,0.8076,5.9376,7.7126,6.2056,-3.5694,0.3206,6.9496,3.3186,-1.0174,2.9906,1.1876,3.7736,2.0656,5.7836,-0.3204,4.1306,0.1356,0.9216,2.4326,-1.5464,4.1946,3.2416,3.9376,2.1636,8.1196,6.7946,5.4936,3.8996,1.1246,2.2796,4.1576,3.3536,4.5006,1.1636,1.1026,0.4996,4.3436,-2.7714,4.1846,4.3596,-2.8094,2.5946,5.4306,-3.0234,7.4156,PHT,2
S1280,1.5092,-0.9718,3.3882,5.3862,-0.5438,1.4362,-1.8608,9.2262,6.2422,-1.5498,0.8482,6.9742,1.4772,1.2552,1.0412,6.3522,3.8422,-0.5538,4.9812,4.0992,1.4702,4.4822,5.8062,7.4352,1.4752,-0.1718,1.6392,2.9492,-1.8758,-0.3808,4.7102,3.7942,-5.3508,3.3162,-1.7118,2.8362,4.4142,2.3062,2.7892,5.9362,4.4692,4.6242,-0.9928,3.3402,5.7532,0.5022,4.6392,5.8762,4.9472,3.3382,-0.0778,2.0022,1.3862,6.7112,-0.0488,4.6462,0.6982,4.6482,5.3492,6.2512,-8.3788,5.9692,8.4122,1.4172,1.2392,4.0272,-1.0718,3.5252,5.7612,2.1172,6.6122,9.4842,7.3492,2.1542,6.0152,3.3322,5.3472,-1.0818,5.1772,5.5632,2.4582,3.1962,-0.1288,0.7992,1.8602,0.5822,5.8582,6.1052,6.9572,-3.3218,0.7332,4.2072,5.9352,-0.8048,3.5882,3.2752,3.8132,2.1022,5.4282,-1.6808,4.0032,0.7562,1.9392,2.8442,-1.9038,4.5302,1.8972,4.4652,2.7282,5.9712,6.0042,5.7372,3.4902,2.2762,3.2262,5.3812,3.6002,6.5092,1.4272,2.6332,0.8342,4.1592,-3.1688,5.2992,3.7702,-1.9788,0.1312,6.0412,-2.8078,7.1782,PHT,2
